user name,user Url,city,Contribution,review Title,review Url,Review Details,expe date
kasun a wrote a review Dec 2019,/Profile/Inspire105897,"Colombo, Sri Lanka",7 contributions,Fantastic  Stay,/ShowUserReviews-g616035-d2664481-r735265923-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"we checked into the hotel early in the morning  However your Staff  Member Mr.Dhnaushka was very helpfull of assisting us in our luggage and provided necessary information about the  Hotel. Also, we were given a good familiarization tour by  Indika around the  Tea garden. I must mention the following  Associates who help us during the  Stay Mr. Upali and  Mr.  Upul were ready for service excellence.",Date of stay: December 2019
Paul P wrote a review Dec 2019,/Profile/O2533NJpaulp,,33 contributions,A gem,/ShowUserReviews-g616035-d2664481-r734924831-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Lovely location ruined by low cloud base. But the restaurant is to die for.  5 course set meals to gourmet standard. Breakfast omelettes and fruit set you up for day. Cabin rooms fit in with environment nicely but the shower next to an electric point and a sink which you could not fill due to sensor tap and plug that did not fit were aggravating. Staff were lovely,Date of stay: December 2019
Alexandra N wrote a review Dec 2019,/Profile/AliN603,"Denver, Colorado",14 contributions,Nice resort but not that nice!,/ShowUserReviews-g616035-d2664481-r734876067-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Overall, the service at the resort was amazing! The staff are so friendly and do everything to make your. Feel very welcome. We were celebrating our honeymoon and I think the reviews were more misleading than anything. This resort is ok. The rooms are small and there is no AC. The rooms get very stuffy as you have to keep the windows shut due to the bugs! The shower is also one of the worst. It’s water that comes out of this hole with no pressure d falls in one little line. The views are amazing though!! The breakfast and dinner were ok as well. Nothing out Of this world. We personally enjoyed the good in Ella town more. The location of this place is ideal to walk to little Adam’s peak and nine arch bridge. We also enjoyed a 2.5 hour massage that was very good considering the price. Even though I think this place is very hyped up...it is by far the nicest place to stay in Ella. I just wouldn’t expect too much. I also would only stay here 2 nights. We stayed 3 and we were itching to move o to the next thing.",Date of stay: December 2019
Will Naomi wrote a review Dec 2019,/Profile/willnaomi,United Kingdom,6 contributions,What a place to relax,/ShowUserReviews-g616035-d2664481-r734271964-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We had a fantastic stay here. A real peaceful and relaxing resort. Staff all very helpful and food in the restaurant delicious. We went up little Adams peak for sunrise and from the hotel, it is no more than a 30 minute walk. Highly recommended!",Date of stay: December 2019
John Clock wrote a review Dec 2019,/Profile/I8901PFjohnc,"Castlebar, Ireland",9 contributions,Honeymoon Bliss in 98 acres,/ShowUserReviews-g616035-d2664481-r734271532-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed here for 2 nights and it was a fantastic experience. The location, the views from our room, the staff and the relaxed feel to the place made for an amazing time.The food was especially fantastic. Fine dining at it's best. Also the fact that we could catch a tuk tuk into Ella city centre very easily was a big plus. So far Ella has been our favourite place in Sri Lanka. Lots to do and a great night life there also. Thanks to all the folks at 98 acres for making our time here so great. A real treat. We were also given a gift of tea leaves from the tea plantation where the resort is set. This tea will be enjoyed at home in Ireland. We were delighted with the cake and sweets we received also. All these things added so much to an already unforgettable time. John and Lorna x",Date of stay: December 2019
S W wrote a review Dec 2019,/Profile/157sw,"London, United Kingdom",59 contributions,Unbeatable views in Ella,/ShowUserReviews-g616035-d2664481-r734190781-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed at 98 Acres for 2 nights as part of our honeymoon, in a Grand Executive Suite. The hotel itself is brilliantly located, with amazing views over the valley and Mini Adam’s Peak. We made good use of the room and were able to spend some time looking at the view, and we also used the morning of our full day to walk to the top of Mini Adams Peak and to the Nine Arches Bridge - both well worth doing! As this hotel is located between these 2 attractions, the location couldn’t be more perfect. There are many rooms, all offering a similar view, but the suite was particularly great because of the infinity pool and the extra space.The staff were very nice and our butlers (including Tarika) looking after us were always very friendly and helpful. We had room service breakfast on the last morning which was great and made for a very relaxing morning.The only downside we would say is that the quality of the food overall in the restaurant was quite poor. We were on half board so we ate dinner at the restaurant both evenings. For a place of this quality (and price), we were expecting high quality food and were disappointed both nights. Also the service at the restaurant was slightly slow at times.Overall, we would definitely recommend this place as the location is hard to beat, and would consider staying again if we were in the area, but it might be worth avoiding half board and considering dinner elsewhere in Ella.",Date of stay: December 2019
Zaphodyork wrote a review Dec 2019,/Profile/Zaphodyork,"North Yorkshire, United Kingdom",54 contributions,Some parts good some parts not so,/ShowUserReviews-g616035-d2664481-r733897646-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"First the good: The Bar 98, the Cafe 98 and the Restaurant 98 are all one and the same place but the food and the service is really good. The location of the hotel is great giving wonderful views from wherever you are.However, the check-in is  chaotic and disappointing. The cold towel offered on arrival is indicative of what you can expect as it is a wet-wipe.....literally a damp paper towel! The rooms are a good size with nice bathrooms but this is the only hotel room I have every stayed in that did not have a bedside light or accessible light switch. When I asked for one to be provided room service brought just one desk lamp which had a plug which did not fit the socket. I guess they assumed my wife would not need to get up during the night. This could be a fantastic hotel but right now it falls well short. Disappointing.",Date of stay: November 2019
Crishantha Nanayakkara wrote a review Dec 2019,/Profile/Crishantha,"Colombo, Sri Lanka",84 contributions,A great location to unwind,/ShowUserReviews-g616035-d2664481-r733621204-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"If you wish to relax and unwind this is a perfect place. Very quiet surroundings, covered by tea plantations and mountains. Nicely located overlooking the Ella Gap. The Little Adams Peak is just 100 meters away. Close to Ella Junction and the Nice Arch Bridge is just around the corner (at a walking distance). If you are bit adventurous, you can try ""Fly-Ravana"" Zip line as well, which is on the way to Little Adams Peak. The restaurant I suppose has the best view in the hotel. The restaurant staff were very helpful and attentive. The food was quire nice. There is a pool next to the restaurant, which has a great view as well. The room was quite spacious. The bed was huge and comfortable. Bathroom was spacious and nice. There is a small balcony overlooking the Gap. However, the room need some refurbishment. They look bit old to my liking. All and all it was a truly pleasant experience to all of us. I am sure we will go again in the near future.",Date of stay: December 2019
TheQueenslander wrote a review Dec 2019,/Profile/TheQueenslander,"Adelaide, Australia",287 contributions,A very rustic experience ,/ShowUserReviews-g616035-d2664481-r733576364-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Positioned to enjoy the spectacular views, 98 Acres’ villas overlook Little Adams peak and access to the peak is easy from here. The hewn stone villas are big, but dark inside at night with moody lighting and very odd power points. The all-stone bathroom (with custom stone sinks and hose-flow granite “shower” head), have the functionality of a bath designed to enjoy the view, but exposes the toilet to those walking around the room - a light bamboo blind may be rolled down for more privacy. This room needs a coffee table or something to keep  belongings off the floor (ants & cockroaches) and beanbags are an odd choice of seating for a luxury resort. Different lighting is really needed to make the room more welcoming at night - floor lamp? bedside lamps? Our outdoor settings were always wet, due to rains which actually entered into the room when the clear cafe blinds weren’t down.Dinner both set menu and a la cattle were tasty and generous, and the staff here are friendly and attentive. The restaurant is only accessible by lots of steps. Dirt roads lead to a basic older equipped gym and an ageing spa at one end of the resort. Overall, it was away from the melee for the backpackers in Ella town, had amazing views, but is very much a rustic experience.",Date of stay: December 2019
Nediwedi wrote a review Dec 2019,/Profile/andrenedwed,"Canton of Zurich, Switzerland",217 contributions,Outstanding located...,/ShowUserReviews-g616035-d2664481-r733337409-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"...Overall impression satisfactory but did not meet Expectations.This Hotel & Resort is located the opposite Adams Peak Hill, in the middle of nature and Tea plantations. The Accommodations looks like  stilt huts / chalets as like in the bushes of african safari lodges. The rooms are good but rather spartan for this price range. The Restaurant and Pool Area is nice located at the top of the hill, with nice overview of the Surroundings. However, the offer and presentation of the dishes can be expanded and do not meet the current standard of a 4 * + hotel & resort this price range. Foreign visitors and hikers, especially tuk-tuk from the nearby village of Ella, can walk / drive through the hotel complex unhindered, which does not do justice to the advertised exclusivity of the resort and is perceived as disruptive for the paying guest",Date of stay: December 2019
TheUnofficialOC wrote a review Dec 2019,/Profile/TheUnofficialOC,"London, United Kingdom",39 contributions,Simply Stunning,/ShowUserReviews-g616035-d2664481-r733150207-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I only really need to use one word to describe this place - WOW! But maybe that wouldn't do justice to the stunning rooms (we had a premium deluxe), jaw-dropping views, friendly,  helpful staff and the wonderful breakfast. This is not to mention the pool, spa and gym that we just didn't have time to use. We were lucky enough to benefit from a last minute cancellation and while we paid more than for our previous accommodation, it was totally worth it. Just a short and cheap (if a little bumpy!) tuk-tuk ride from downtown Ella and walking distance to 9 Arch Bridge, you cannot go wrong staying here.",Date of stay: December 2019
superwrong wrote a review Dec 2019,/Profile/superwrong,"England, United Kingdom",288 contributions,Distinctly average and not luxurious ,/ShowUserReviews-g616035-d2664481-r732943349-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I had high hopes for this hotel, so couldn’t help but feel disappointed with our two night stay. Yes, the views are spectacular. We took a premium deluxe room but it didn’t feel premium or deluxe. It had an air of a room that had been shut up for some time. The bed was comfortable but you could hear noise in the adjacent room, people walking about and even coughing during the night. Not what I expect from a luxury hotel experience. Breakfast was disappointing, small selection and service was slow and not particularly friendly. Dinner was marginally better. Spa - oh my goodness. Has to be seen to be believed. Definitely long overdue an upgrade. The aroma spa tubs are stained a very awful bright red from the oils, looks like a crime scene. No way was my masseuse trained, it was the most average massage of my life. I left feeling more stressed than I arrived. Couldn’t wait to leave.",Date of stay: December 2019
zaawaaz wrote a review Dec 2019,/Profile/zaawwaaz,"Singapore, Singapore",118 contributions,Great hospitality of the night receptionist,/ShowUserReviews-g616035-d2664481-r731984709-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"They would welcome you with some fanfare which felt abit weird for me haha... The neck of flowers. But it was welcoming for the warm tea and warm towel. Check-in was quite fast. Thanks for that! The night team when I was there during week of election is superb. It was pouring heavily, I still wanted to go to the city to have a look and dinner, and he was all ready to help. He even kindly arranged for a tuktuk with Mr Ashok help to try to wait for me so that I can safely come back without worries Truly made my long and rainy day at Ella. Also after that I realised if it is raining maybe I could have asked a buggy to send me to my room up the hill a little.Breakfast is a sumptuous buffet spread with good view and sunlight. If you can have more time there, it is good as you can eat more and slowly :)It was strange that when I went out for a short afternoon walk, someone came to do room service right after I checked in 30mins before.. Made me feel weird. Other than that, location of the resort is good.  There is a short cut to the mini Adams peak via helipad route, saves you a lot of walk.They do not provide money exchange.",Date of stay: November 2019
Isu & Thili wrote a review Dec 2019,/Profile/isuruemd,"Colombo, Sri Lanka",17 contributions,Greatest View and Excellent Service ,/ShowUserReviews-g616035-d2664481-r731950297-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Just a one night stay and we stayed at the Grand Executive Suite with a private pool. Loved the stay, view is mind blowing. Room and interior is wonderful. Staff is very friendly and food was great. Only negative experience we had was the pool doesn’t have heating. Overall experience was excellent. Definitely we will come back for a longer stay.",Date of stay: December 2019
Anna C wrote a review Dec 2019,/Profile/AnnaC2340,"Tampere, Finland",16 contributions,Just perfect,/ShowUserReviews-g616035-d2664481-r730857574-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We spent the most amazing three days here on our 10-year anniversary trip. It may be the most beautiful hotel we have ever stayed at. The surroundings were out of this world. The view from our balcony was something one can't describe. So green! Birds singing! We had it all; sunshine, rain and thick mist -- and it was all wonderful. Even at night time I could have just sat there and listen to the frogs and other night creatures having a concert.The room itself was spacious and clean and the bed was quite comfortable.The staff was very friendly and helpful. First night when we went to have dinner they had reserved us a table decorated with rose petals and a ""Happy Anniversary"" -sign. The restaurant was just superb; the food was wonderful and surprisingly cheap. The breakfast buffet was excellent and the view from the restaurant - wow.Staying here was one of the most beautiful experiences we've ever had. Highly recommend!",Date of stay: November 2019
Melissa_wanderlust wrote a review Dec 2019,/Profile/Melissa_wanderlust,"Crowborough, United Kingdom",57 contributions,The most breathtaking 'room with a view' ,/ShowUserReviews-g616035-d2664481-r730154595-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed two nights at this wonderful resort which sadly coincided with an awful monsoon downpour the only full day we were there. Landslides and a road closure meant we couldn't explore our surroundings sadly and spent most of the day in the room not being able to see thought the hill mist.The following morning the mist lifted to reveal the most breathtaking view I have ever experienced from a hotel room. I didn't want to leave it to go to breakfast!The food in the restaurant was superb - breakfast, lunch and dinner.The room had a rustic yet luxury feel which was let down by a leaking shower screen which meant soaking towels on the floor. The view is what made it though! Wonderful staff throughout too.",Date of stay: December 2019
Ross M wrote a review Nov 2019,/Profile/rossm64,"London, United Kingdom",96 contributions,Dreamy stay in the mountains ,/ShowUserReviews-g616035-d2664481-r729569523-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed here during our honeymoon and had a lovely stay. The huts have amazing views out over the mountains and are spacious and comfortable.The restaurant and bar has good views and the food is good, breakfast in particular was a highlight. We found the service was a little less personal than other places we stayed but the staff were friendly and efficient and we had no problems during our stay.",Date of stay: November 2019
Sarah Khamees wrote a review Nov 2019,/Profile/Sarah-khamees,,8 contributions,Heavenly,/ShowUserReviews-g616035-d2664481-r729234270-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This place is a piece of heaven, our stay was perfect. Beautiful views surround you from all sides, mountains, trees, and the smell of fresh tea all over the place. We had the executive suite with a private pool. The staff were lovely, and the food was great. We forgot our bag with all our money, cards and passport, they hotel tried to reach us in everyday and sent their driver after us to under city and delivered our valuables safely.An amazing experience to be repeated!",Date of stay: November 2019
Heshan Bandara wrote a review Nov 2019,/Profile/Heshan0721,"Wattala, Sri Lanka",3 contributions,EXCELLENT,/ShowUserReviews-g616035-d2664481-r729219013-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,It was a wonderful stay at 98 acres.. starting from the welcome greeting to good bye bid we enjoyed our stay.. staff is very efficient and friendly special thanks goes to Steward KUMARA (Resturant) even the food is delicious.. Thank u 98acres.. one of the best hotels in srilanka..,Date of stay: October 2019
marcia1989 wrote a review Nov 2019,/Profile/marcia1989,"Perth, Australia",66 contributions,Unforgettable View,/ShowUserReviews-g616035-d2664481-r728894079-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Our 2 night stay was just the most stunning. Rooms are nice, bathroom is a bit unique but it’s not an issue. And the odd squirrel may pay a visit if you leave food out! The resort is located in very close proximity to Little Adams Peak which is well worth a climb and fairly close proximity to 9 Arces Bridge, both walking distance (9 Acres about 30 minutes one way but I’d recommend getting a tuk tuk).We had dinner at the resort on our first night and the food and cocktails were great, no complaints. And reasonable prices for a hotel. The restaurant where breakfast is served has as good a view as the rooms and both are out of this world. Ella is approx a 10 minute drive from the resort (bit far to walk). Would well recommend this resort largely for that amazing view of the mountains looking down to the valley.",Date of stay: October 2019
Hannah B wrote a review Nov 2019,/Profile/hannahb608,"Edinburgh, United Kingdom",13 contributions,Most amazing place,/ShowUserReviews-g616035-d2664481-r728570535-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We only stayed in 98 acres for 2 nights as part of our honeymoon but it was honestly the most amazing place. From the warm welcome, to the food, staff, views, spa and atmosphere we couldn’t fault it! Only thing I would mention is that the walk to Little Adams Park could be sign posted better from the lower lying rooms as we got lost trying to get to the top for sunrise!",Date of stay: November 2019
Madawa C wrote a review Nov 2019,/Profile/MadawaC2,Sri Lanka,1 contribution,The experience was great!,/ShowUserReviews-g616035-d2664481-r727537886-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Spending two nights in the resort was a rejuvenating experience. The staff was very helpful. The food served at the cafe was excellent. There is plenty of things to do both within the premises and outside. It would have been better if disabled access was available at the cafe.,Date of stay: November 2019
AllanCLOndonUK wrote a review Nov 2019,/Profile/AllanCLOndonUK,London UK,273 contributions,A lovely eco mountain resort.,/ShowUserReviews-g616035-d2664481-r726343599-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Visited for 3 nights as part of a Sri Lankan tour. Set at 1000 metres above sea level in the Central Highlands and close to the back packer town of Ella this is a 28 lodge up scale resort set on a tea plantation hillside. Magnificent views all round .We had a very large chalet with terrace and a 10 foot wide bed and all mod consVery friendly staff and a panoramic bar and restaurant a hike or golf buggy ride from our room which was at the bottom of the resort . The pool is also located by the bar/ restaurant.A lovely spot but be aware of the need for a certain mobility and agility as there are a lot of steps although the buggys are very useful!,Date of stay: November 2019
Dipesh Mittal wrote a review Nov 2019,/Profile/coolfrens,"New Delhi, India",7 contributions,Nothing special,/ShowUserReviews-g616035-d2664481-r724903263-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This seems to be a overrated resort to me. Nothing is special. We took premium deluxe room. Room is big, big balcony and big bathroom. But evrything is basic. There is not even a games room in so overpriced hotel. People who only and only likes peace can go.",Date of stay: November 2019
Vilma P wrote a review Nov 2019,/Profile/vilmap705,"Melbourne, Australia",29 contributions,98 Acres of Fun,/ShowUserReviews-g616035-d2664481-r724571008-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"As regular visitors to Sri Lanka, this was our fourth trip to this resort.  This one was extra special as we embarked on a once in a lifetime family holiday with celebrations.  And it certainly was a “Vow” experience for our first time family members.  Apart from the beautiful scenery the staff and management were super kind and helpful in every way.  We indulged in activities that far surpassed our imaginations, e.g.  ZipLining and Quad bike riding.  Thanks for the special effort in decorating our rooms.  Much appreciated and we will certainly be back!",Date of stay: October 2019
JoJoMorris wrote a review Oct 2019,/Profile/JoJoMorris,"London, United Kingdom",127 contributions,Tree Top Treat,/ShowUserReviews-g616035-d2664481-r722766527-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is a really lovely hotel. We had a deluxe room which gave us a corner balcony and it was worth spending that little bit extra to have the fabulous views to sit and have your coffee too or lie in bed and watch the night sky change. The room was really lovely - notes to the tea plantations that you are nestled amongst with a sofa and TV area. Channels are limited but there was a good film channelWe made use of the golf buggy a couple of times as the steps up are quite long and in the heat it can be a push. The houses with the pools look incredible, we were on shoulder season and if it had been beautiful blue skies I would have been very jealous. The pool is cute not huge and not much space round it but their on loungers on all the balconiesThe food was ok, was not bad was not great it was just OK. The breakfast is buffet and was probably one of the weaker ones I had while travelling round. The room was lovely though and the setting is just incredible! So peaceful and always something to sit and watch whether it be birds, workers in the fields the changing scenery... it is lovely. I can not remember our room number I think it was 202 and it was perfect. We had a spa while we were there and this was GREAT! All home made products and the view from the treatment room was epic. The prices are extremely reasonable as well I would highly recommend a stop off here; you are right by Adam's Peake (30min walk from hotel) and 9 Arch Bridge (short walk from the hotel but be careful which way you go as we went an obscure way that was very muddy and challenging!)I would say it is paired back luxury - a lovely treat!",Date of stay: October 2019
Dinesh wrote a review Oct 2019,/Profile/DineshAponso,"Melbourne, Australia",5 contributions,One relaxed night at 98 Acres,/ShowUserReviews-g616035-d2664481-r722693159-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Hotel situated in a magnificent location in Ella Sri-lanka. Me and my family enjoyed their food very much. 98 Acres is providing a relaxed environment however they offer many other activities such as Archery, Zip Line, Down hill mountain bike. For nature lovers can do a hike through the tea estate to the Little Adams Peak. Their service is first class. Keep up the good work 98 Acres.",Date of stay: September 2019
KatieDavidCorbett wrote a review Oct 2019,/Profile/KCDCorbett,"Sydney, Australia",10 contributions,Honeymoon - amazing hotel,/ShowUserReviews-g616035-d2664481-r721865023-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed here on our honeymoon and it was quite simply amazing! From the time we arrived, we were treated so well - all of the staff were very friendly and helpful and our room and views from our balcony were spectacular!On our first night, the restaurant organised a special dinner for us both on the balcony outside the main restaurant and the food was delicious! The pool area was also fabulous and the staff around the hotel were all very helpful and friendly.We climbed Little Adam's Peak early one morning - it was a short distance from the hotel and we could see it from our hut.We were surprised with cake and fruit platters in our room too. We also got to meet one of Sri Lanka's most famous cricketers who happened to be staying in the hotel the same time as us! We had an amazing time here and would highly recommend the hotel",Date of stay: August 2019
Cindy F wrote a review Oct 2019,/Profile/CindyF718,"New York City, New York",29 contributions,Wonderful oasis in Ella,/ShowUserReviews-g616035-d2664481-r721750179-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is situated on a tea plantation in Ella (it takes 2 of the 100 acres...hence 98 acres) and is a very serene and lovely place. It's conveniently located within walking distance of Little Adam's Peak and quite close to Nine Arch Bridge, making it ideal for those visiting Ella. The reception area and restaurant are at the top where you enter, and the rooms are situated below them on the hill. The decor of the rooms is really cool, giving a nod to the locations heritage as a tea plantation. Our room had a great view of Little Adam's Peak and the surrounding hills. There is a lovely terrace to take in the view. The restaurant is very good with lots of nice choices. It was particularly wonderful to have breakfast and lunch there, sitting outside on the patio. I also took advantage of their spa, with a two hour treatment which was divine (and very relaxing to do as the rain came down outside). The service was top notch.",Date of stay: October 2019
piers_sam70 wrote a review Oct 2019,/Profile/642piersb,"Gold Coast, Australia",443 contributions,High in the heavens ,/ShowUserReviews-g616035-d2664481-r720655243-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed @ 98 Acres for 3 nights and totally enjoyed our time .The staff were very helpful with all our needs and the rooms are unique Our view was absolutely amazing staring straight over to Little Adams Peak and surrounds.It was truly a pleasure waking up to this daily, the noises from the native fauna, the drifting sounds of fun and the ever changing weather conditions was mesmerising.We enjoyed the pool area and a few walks including one to nine arch bridge .Food in town was good more western selection than other locations if that’s your thing .A total battery recharge is what we enjoyed a little out of town but high in the heavens .Well worth it",Date of stay: July 2019
Udari Anushka wrote a review Oct 2019,/Profile/Udanush,,1 contribution,It's a wow experience,/ShowUserReviews-g616035-d2664481-r720369775-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"One of my best holiday destination. The hotel ,view,ambiance,food is awsome. Specially the staff they are always care the guests.very friendly staff. The premium delux room which we stayed is simply superb. I really love the mountain view which I had from the balcony.washrooms are super clean and nicely done. The resort has un unbeliveble architectural design. The care 98 restaurant is a wonderful place.A best place to have a relx to the mind and the body. Hope to visit it again.",Date of stay: October 2019
Niranja De Silva wrote a review Oct 2019,/Profile/niranjad,,1 contribution,super service and nice hotel,/ShowUserReviews-g616035-d2664481-r720173796-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 acres hotel and service of the staff was Excellent. The staff were very friendly and the food also superb.The staff was very genuinely caring the clients and they always talking to the clients, seems they were trained highly and genuinely hotel is getting back the advantage of it. Would like definitely to stay again. excellent presentation on almost everything and value for money. rooms view is amazing and unbelievable. and I got a complementary birthday decors and cake from the hotel as well. Highly recommended for anyone who wants to stay quite nice heaven.",Date of stay: October 2019
250NickyP wrote a review Oct 2019,/Profile/250NickyP,"Reading, United Kingdom",26 contributions,Beautiful views from your room,/ShowUserReviews-g616035-d2664481-r720149414-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This place was lovely, we arrived and were quickly taken to our room by golf cart. The view from our room was stunning even though it can get quite misty. It gets dark very quickly in Sri Lanka so we called for the cart to take us to dinner and took the torch with us from our room. For dinner I ordered the Sri Lankan curry which came with 9 dishes!! which was delicious, we had some nice wine with dinner too. For breakfast there were lots of choices available and the omelettes were good. My friend and I had a full body massage which was one of the best massages I have had along with the most amazing view from the treatment room, I highly recommend staying here but you probably only need 2 nights max.",Date of stay: October 2019
rhondalil wrote a review Oct 2019,/Profile/rhondalil,"Melbourne, Australia",63 contributions,Tea for two amongst the mist,/ShowUserReviews-g616035-d2664481-r719181525-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Eco friendly Villas set amongst  steep tea plantations and mountain peaks.  Good pool and reasonable food.  Walk Adams peak at 5.30am for sunrise.  take the zip line. Make sure you investigate Ella town by tuk tuk.,Date of stay: September 2019
Thanuja D wrote a review Oct 2019,/Profile/thanujad2019,,1 contribution,This is one of the best hotels we stayed in. very unique. It was a wonderful stay with an awesome room!,/ShowUserReviews-g616035-d2664481-r718780624-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,This hotel and  service was Excellent. The staff were friendly and the food also superb.The staff was very friendly and welcoming and seemed to genuinely care.Would definitely stay again if we came back this way.not expensive and excellent presentation.Highly recommended for everyone.,Date of stay: October 2019
Vacation69086 wrote a review Oct 2019,/Profile/Vacation69086,,26 contributions,Great experience in Ella,/ShowUserReviews-g616035-d2664481-r717846039-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed 3 nights in 98 acres resort and spa.This hotel is very unique, located in the tea plants of Ella and next to little Adams pick.We enjoyed our stay, the hotel surroundings are amazing and the gardens are well taking care of.The room is very clean, it was one of the fewest hotels who clean the room twice a day, preparing you the bed for the night, giving you a complimentary tea every night from the hotel owner tea factory- Halpe Tea factory.The only thing it’s a little bit pricy comparing to our resorts in Sri Lanka and the room can be designed little bit better (:Overall a great experience.",Date of stay: October 2019
faizah s wrote a review Oct 2019,/Profile/faizahs2019,,3 contributions,Good hotel....,/ShowUserReviews-g616035-d2664481-r717819404-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Stayed 01 night there. Good front office staff, good restaurant staff & housekeeping staff very helpful.We just arrived in evening time. Quick check-in & quick-out. Room was well cleaned & tidy. Foods are delicious (Yummyyy........) All staff very professional & helpful. Highly recommended for everyone.",Date of stay: October 2019
Howard N wrote a review Oct 2019,/Profile/howardn626,"London, United Kingdom",105 contributions,Fab U Lous,/ShowUserReviews-g616035-d2664481-r716916617-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Had a few days here , it was above expectations. The restaurant is worth eating in , not expensive and excellent presentation. I would not bother eating in the local town too much , found it to Be very touristy with bad service . Stunning views from our room / chalet , nice pool area . My only criticism, and it is constructive criticism, the staff need more training and could do with learning more English. When ordering the food the staff don’t know the menu am due cannot answer simple questions. Otherwise the hotel is great .",Date of stay: September 2019
Mattylemoo wrote a review Oct 2019,/Profile/mattlemoo,"Hong Kong, China",8 contributions,Lovely Views,/ShowUserReviews-g616035-d2664481-r715967354-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We spent a night at 98 Acres on the back of a week trip around Sri Lanka.  The resort has wonderful views, very friendly staff and an amazing location. It does feel a little tired, probably in need for an update and the food, breakfast was also disappointing.  These are easily fixed and we look forward to returning.",Date of stay: October 2019
Tisho wrote a review Oct 2019,/Profile/natzizzles,"Perth, Australia",74 contributions,Relaxing stay and beautiful views,/ShowUserReviews-g616035-d2664481-r715234864-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 Acres is located out of Ella town, beautifully surrounded by luscious scenery.  We stayed for 2 nights, the staff were wonderful and the room spotless; the view from our balcony was truly breathtaking. Great breakfast and a cheap tuktuk into town. Walk to 9 arches bridge and on the doorstop of little Adams peak, also enjoy yoga on the helipad!",Date of stay: July 2019
Sinthu wrote a review Oct 2019,/Profile/SinthujaR2019,"Colombo, Sri Lanka",12 contributions,5* and more,/ShowUserReviews-g616035-d2664481-r715100984-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I have stayed at many hotels around the world but this definitely exceeds expectation in all levels. The service from all staff and the small personal touch is amazing!! The views, the room comfort, the food, the service, the activities all exceed 5*!!Have never been to a hotel where ALL the staff are so efficient, friendly and always wanting to make your stay a little better!This resort is a must stay!!!",Date of stay: September 2019
Esther M wrote a review Sep 2019,/Profile/908estherm,,5 contributions,Amazing place!,/ShowUserReviews-g616035-d2664481-r713850778-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We were lucky to stay in an executive room on our honeymoon, with its own pool. The scenery and the wildlife is just stunning. The buggies are helpful if you’re in rooms further away from the restaurant. Very relaxing",Date of stay: September 2019
